STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-02,0.00,69,75,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-03,0.00,69,75,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-04,0.00,68,74,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-05,0.00,67,74,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-06,0.00,67,72,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-07,0.00,66,72,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-08,0.00,68,74,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-09,0.00,68,75,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-10,0.00,67,72,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-11,0.00,68,74,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-12,0.00,68,75,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-13,0.00,68,75,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-14,0.00,67,73,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-15,0.00,66,72,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-16,0.00,66,73,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-17,0.00,68,74,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-18,0.00,69,73,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-19,0.00,66,73,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-20,0.00,68,74,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-21,0.00,67,72,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-22,0.00,67,75,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-23,0.05,70,80,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-24,0.00,73,83,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-25,0.00,75,87,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-26,0.00,74,80,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-27,0.00,71,79,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-28,0.00,69,73,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-29,0.00,67,73,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-30,0.00,68,74,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-31,0.00,68,74,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-01,0.00,67,72,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-02,0.00,68,75,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-03,0.00,69,74,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-04,0.00,68,74,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-05,0.00,66,71,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-06,0.00,67,73,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-07,0.00,67,73,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-08,0.00,64,69,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-09,0.00,65,72,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-10,0.00,66,73,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-11,0.00,67,74,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-12,0.00,66,73,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-13,0.00,66,71,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-14,0.00,65,74,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-15,0.00,67,75,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-16,0.00,68,75,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-17,0.00,69,76,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-18,0.00,70,76,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-19,0.00,70,77,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-20,0.00,71,78,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-21,0.00,73,80,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-22,0.00,73,80,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-23,0.00,72,83,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-24,0.00,73,80,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-25,0.00,73,80,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-26,0.00,74,85,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-27,0.00,74,80,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-28,0.00,74,80,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-29,0.00,73,80,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-30,0.00,76,82,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-31,0.00,74,80,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-01,0.00,73,78,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-02,0.00,75,93,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-03,0.00,75,84,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-04,0.00,77,86,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-05,0.00,77,87,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-06,0.00,77,84,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-07,0.00,76,83,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-08,0.00,71,78,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-09,0.00,72,79,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-10,0.00,72,78,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-11,0.00,71,78,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-12,0.00,72,79,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-13,0.00,73,81,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-14,0.00,76,85,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-15,0.00,73,81,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-16,0.00,71,78,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-17,0.00,72,79,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-18,0.00,72,78,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-19,0.00,71,78,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-20,0.00,70,77,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-21,0.00,72,81,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-22,0.00,74,89,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-23,0.00,72,79,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-24,0.00,70,77,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-25,0.00,73,85,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-26,0.00,73,78,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-27,0.00,71,75,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-28,0.00,69,72,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-29,0.00,67,73,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-30,0.00,66,73,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-01,0.00,67,75,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-02,0.00,66,73,54
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-03,0.00,64,72,54
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-04,0.00,64,75,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-05,0.00,68,77,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-06,0.00,69,81,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-07,0.00,69,78,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-08,0.00,68,75,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-09,0.00,67,73,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-10,0.00,68,78,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-11,0.00,72,90,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-12,0.00,71,79,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-13,0.00,67,73,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-14,0.00,67,72,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-15,0.00,67,75,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-16,0.00,70,94,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-17,0.00,69,77,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-18,0.00,67,75,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-19,0.00,67,75,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-20,0.00,68,83,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-21,0.00,78,90,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-22,0.00,78,96,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-23,0.00,75,91,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-24,0.00,77,98,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-25,0.00,82,94,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-26,0.00,76,88,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-27,0.00,69,72,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-28,0.00,66,76,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-29,0.00,64,71,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-30,0.00,65,79,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-10-31,0.00,66,82,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-01,0.00,67,82,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-02,0.00,65,82,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-03,0.00,65,77,52
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-04,0.00,64,75,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-05,0.00,64,72,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-06,0.00,63,68,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-07,0.00,63,68,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-08,0.00,65,78,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-09,0.00,72,90,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-10,0.00,66,72,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-11,0.00,64,68,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-12,0.00,64,69,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-13,0.00,63,68,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-14,0.00,62,69,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-15,0.00,63,70,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-16,0.00,63,72,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-17,0.00,70,93,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-18,0.00,78,93,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-19,0.01,70,79,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-20,0.35,61,63,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-21,0.01,58,67,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-22,0.00,62,71,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-23,0.00,64,75,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-24,0.00,65,78,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-25,0.00,61,70,51
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-26,0.00,62,67,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-27,0.27,58,59,50
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-28,0.78,52,53,46
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-29,0.01,49,59,43
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-11-30,0.00,53,61,44
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-01,0.00,57,65,51
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-02,0.00,59,69,52
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-03,0.00,61,67,54
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-04,0.98,61,64,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-05,0.00,60,69,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-06,0.05,61,67,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-07,0.00,63,67,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-08,0.05,63,65,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-09,0.00,59,68,51
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-10,0.00,59,69,52
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-11,0.00,58,65,50
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-12,0.00,61,71,54
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-13,0.00,60,65,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-14,0.00,62,66,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-15,0.00,60,66,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-16,0.00,57,69,47
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-17,0.00,59,72,45
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-18,0.00,58,65,49
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-19,0.00,56,67,45
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-20,0.00,62,78,50
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-21,0.00,65,74,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-22,0.99,62,67,52
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-23,0.85,57,59,52
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-24,0.00,55,61,49
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-25,1.13,54,58,47
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-26,0.37,53,57,46
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-27,0.00,53,62,43
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-28,0.00,55,63,46
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-29,0.00,55,62,47
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-30,0.00,57,64,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-12-31,0.00,61,73,51